62
25	29
8	5
9	5
9	3
14	9
8	4
8	2
8	3
11	8
9	4
6	2
9	2
11	7
9	9
9	3
7	2
9	2
9	4
11	3
8	5
10	3
8	3
9	4
9	3
8	2
9	3
7	3
11	11
9	2
6	2
9	2
8	3
9	23
7	2
10	3
9	2
9	2
10	3
9	8
8	2
7	2
7	2
8	3
9	3
9	4
8	2
10	3
8	3
8	2
9	3
9	3
8	3
11	2
8	8
10	2
8	3
8	3
6	2
8	2
8	8
9	20
9	3
8	3
9	3
5	2
10	3
8	2
8	3
10	2
10	2
10	8
9	3
9	2
6	2
9	2
10	2
6	2
9	3
9	4
8	3
6	2
12	3
7	2
8	2
10	4
8	3
8	4
7	3
7	2
8	3
8	2
9	3
12	3
9	2
7	2
8	2
6	2
7	2
7	3
8	2
